index,air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,dhi,dni,ghi,gti,snow_soiling_rooftop,HourUTC
112297,11,0,0,0,0,36.2,10.0,0,0,0,0,0,2019-10-24 01:00:00
112298,11,0,0,0,0,57.6,10.2,0,0,0,0,0,2019-10-24 02:00:00
112299,11,0,0,0,0,0.5,10.4,0,0,0,0,0,2019-10-24 03:00:00
112300,11,0,0,0,0,0.0,10.4,0,0,0,0,0,2019-10-24 04:00:00
112301,11,0,0,0,0,2.1,10.6,0,0,0,0,0,2019-10-24 05:00:00
112302,11,23,28,26,33,14.4,10.9,18,3,19,18,0,2019-10-24 06:00:00
112303,12,71,178,105,168,68.4,11.2,31,0,31,29,0,2019-10-24 07:00:00
112304,12,105,320,197,334,69.5,11.6,59,0,59,55,0,2019-10-24 08:00:00
112305,13,123,421,271,472,72.4,11.6,76,0,76,71,0,2019-10-24 09:00:00
112306,13,128,475,312,549,70.9,11.6,90,0,90,85,0,2019-10-24 10:00:00
112307,13,128,472,309,544,76.6,11.6,72,0,72,68,0,2019-10-24 11:00:00
112308,13,125,391,260,445,70.8,11.6,75,0,75,71,0,2019-10-24 12:00:00
112309,13,104,289,182,304,56.4,11.4,77,0,77,72,0,2019-10-24 13:00:00
112310,13,66,146,91,141,40.0,11.5,54,0,54,51,0,2019-10-24 14:00:00
112311,13,16,13,17,20,0.4,11.6,16,10,17,19,0,2019-10-24 15:00:00
112312,13,0,0,0,0,0.0,11.8,0,0,0,0,0,2019-10-24 16:00:00
112313,12,0,0,0,0,0.0,11.8,0,0,0,0,0,2019-10-24 17:00:00
112314,12,0,0,0,0,0.0,11.6,0,0,0,0,0,2019-10-24 18:00:00
112315,13,0,0,0,0,0.0,11.5,0,0,0,0,0,2019-10-24 19:00:00
112316,13,0,0,0,0,0.0,11.6,0,0,0,0,0,2019-10-24 20:00:00
112317,12,0,0,0,0,0.0,11.6,0,0,0,0,0,2019-10-24 21:00:00
112318,12,0,0,0,0,0.0,11.4,0,0,0,0,0,2019-10-24 22:00:00
112319,12,0,0,0,0,7.0,11.4,0,0,0,0,0,2019-10-24 23:00:00
112320,13,0,0,0,0,76.1,11.5,0,0,0,0,0,2019-10-25 00:00:00
112321,13,0,0,0,0,74.9,11.7,0,0,0,0,0,2019-10-25 01:00:00
112322,14,0,0,0,0,71.7,11.5,0,0,0,0,0,2019-10-25 02:00:00
112323,13,0,0,0,0,5.6,11.2,0,0,0,0,0,2019-10-25 03:00:00
112324,13,0,0,0,0,1.4,10.9,0,0,0,0,0,2019-10-25 04:00:00
112325,13,0,0,0,0,5.6,10.6,0,0,0,0,0,2019-10-25 05:00:00
112326,12,21,80,28,51,60.6,10.4,9,0,9,9,0,2019-10-25 06:00:00
112327,12,57,368,125,254,72.5,10.3,36,0,36,34,0,2019-10-25 07:00:00
112328,13,74,559,230,460,34.9,10.1,128,81,151,183,0,2019-10-25 08:00:00
112329,13,79,665,310,610,27.5,10.2,174,145,226,290,0,2019-10-25 09:00:00
112330,14,80,711,351,685,40.4,10.0,193,42,209,223,0,2019-10-25 10:00:00
112331,13,76,722,349,685,42.1,9.4,181,53,201,222,0,2019-10-25 11:00:00
112332,13,67,706,306,616,32.7,9.0,181,74,206,236,0,2019-10-25 12:00:00
112333,13,61,617,224,468,19.0,8.9,115,255,180,285,0,2019-10-25 13:00:00
112334,13,46,433,117,262,8.6,9.0,61,285,105,201,0,2019-10-25 14:00:00
112335,12,14,80,21,43,36.7,9.0,13,29,16,24,0,2019-10-25 15:00:00
112336,11,0,0,0,0,43.1,9.2,0,0,0,0,0,2019-10-25 16:00:00
112337,11,0,0,0,0,48.3,9.5,0,0,0,0,0,2019-10-25 17:00:00
112338,11,0,0,0,0,63.8,9.7,0,0,0,0,0,2019-10-25 18:00:00
112339,11,0,0,0,0,60.3,9.8,0,0,0,0,0,2019-10-25 19:00:00
112340,11,0,0,0,0,64.5,9.9,0,0,0,0,0,2019-10-25 20:00:00
112341,12,0,0,0,0,83.7,10.0,0,0,0,0,0,2019-10-25 21:00:00
112342,12,0,0,0,0,87.0,9.8,0,0,0,0,0,2019-10-25 22:00:00
112343,13,0,0,0,0,87.6,9.5,0,0,0,0,0,2019-10-25 23:00:00
112344,13,0,0,0,0,94.7,9.3,0,0,0,0,0,2019-10-26 00:00:00
112345,13,0,0,0,0,94.5,9.5,0,0,0,0,0,2019-10-26 01:00:00
112346,13,0,0,0,0,94.5,9.9,0,0,0,0,0,2019-10-26 02:00:00
112347,14,0,0,0,0,94.5,10.4,0,0,0,0,0,2019-10-26 03:00:00
112348,14,0,0,0,0,94.6,10.7,0,0,0,0,0,2019-10-26 04:00:00
112349,14,0,0,0,0,92.8,10.9,0,0,0,0,0,2019-10-26 05:00:00
112350,14,19,69,25,45,86.6,11.1,5,0,5,5,0,2019-10-26 06:00:00
112351,14,57,312,113,224,75.7,11.3,27,0,27,25,0,2019-10-26 07:00:00
112352,14,82,454,206,397,75.3,11.5,51,0,51,48,0,2019-10-26 08:00:00
112353,14,97,525,276,521,81.6,11.8,50,0,50,47,0,2019-10-26 09:00:00
112354,15,104,555,312,584,84.5,12.0,49,0,49,46,0,2019-10-26 10:00:00
112355,15,100,571,313,590,82.9,12.1,53,0,53,50,0,2019-10-26 11:00:00
112356,15,91,547,273,525,73.6,12.1,72,0,72,67,0,2019-10-26 12:00:00
112357,15,77,464,198,389,62.6,12.2,73,0,73,69,0,2019-10-26 13:00:00
112358,15,51,307,101,206,47.7,12.2,50,0,50,47,0,2019-10-26 14:00:00
112359,15,13,42,16,28,72.2,12.2,8,0,8,7,0,2019-10-26 15:00:00
112360,15,0,0,0,0,88.1,12.0,0,0,0,0,0,2019-10-26 16:00:00
112361,15,0,0,0,0,87.7,12.0,0,0,0,0,0,2019-10-26 17:00:00
112362,15,0,0,0,0,94.7,11.9,0,0,0,0,0,2019-10-26 18:00:00
112363,15,0,0,0,0,94.9,11.9,0,0,0,0,0,2019-10-26 19:00:00
112364,15,0,0,0,0,94.7,11.9,0,0,0,0,0,2019-10-26 20:00:00
112365,15,0,0,0,0,94.9,11.7,0,0,0,0,0,2019-10-26 21:00:00
112366,14,0,0,0,0,94.9,11.5,0,0,0,0,0,2019-10-26 22:00:00
112367,14,0,0,0,0,94.9,11.6,0,0,0,0,0,2019-10-26 23:00:00
112368,14,0,0,0,0,94.5,12.1,0,0,0,0,0,2019-10-27 00:00:00
112369,14,0,0,0,0,93.4,12.4,0,0,0,0,0,2019-10-27 01:00:00
112370,13,0,0,0,0,90.3,11.6,0,0,0,0,0,2019-10-27 02:00:00
112371,11,0,0,0,0,76.2,9.5,0,0,0,0,0,2019-10-27 03:00:00
112372,10,0,0,0,0,81.8,7.6,0,0,0,0,0,2019-10-27 04:00:00
112373,9,0,0,0,0,90.3,6.3,0,0,0,0,0,2019-10-27 05:00:00
112374,9,15,154,29,73,23.6,5.4,17,94,26,53,0,2019-10-27 06:00:00
112375,9,46,502,131,306,9.2,5.0,57,352,121,247,0,2019-10-27 07:00:00
112376,9,64,628,233,490,7.2,4.9,88,480,215,417,0,2019-10-27 08:00:00
112377,10,79,672,305,612,0.0,4.8,79,672,305,612,0,2019-10-27 09:00:00
112378,11,86,691,341,674,29.3,4.8,136,286,240,374,0,2019-10-27 10:00:00
112379,11,81,707,340,677,65.0,5.1,112,15,118,121,0,2019-10-27 11:00:00
112380,11,78,659,294,592,10.6,5.6,119,440,262,467,0,2019-10-27 12:00:00
112381,11,70,549,210,435,9.2,5.7,97,370,190,346,0,2019-10-27 13:00:00
112382,11,51,330,103,219,0.6,5.7,52,320,102,214,0,2019-10-27 14:00:00
112383,10,12,36,15,25,0.0,5.7,12,36,15,25,0,2019-10-27 15:00:00
112384,9,0,0,0,0,0.0,5.7,0,0,0,0,0,2019-10-27 16:00:00
112385,9,0,0,0,0,0.0,5.7,0,0,0,0,0,2019-10-27 17:00:00
112386,9,0,0,0,0,0.0,5.5,0,0,0,0,0,2019-10-27 18:00:00
112387,9,0,0,0,0,0.0,5.3,0,0,0,0,0,2019-10-27 19:00:00
112388,9,0,0,0,0,3.9,5.3,0,0,0,0,0,2019-10-27 20:00:00
112389,9,0,0,0,0,8.3,5.6,0,0,0,0,0,2019-10-27 21:00:00
112390,8,0,0,0,0,0.0,5.8,0,0,0,0,0,2019-10-27 22:00:00
112391,8,0,0,0,0,36.0,5.7,0,0,0,0,0,2019-10-27 23:00:00
112392,8,0,0,0,0,0.4,5.8,0,0,0,0,0,2019-10-28 00:00:00
112393,8,0,0,0,0,0.0,5.9,0,0,0,0,0,2019-10-28 01:00:00
112394,8,0,0,0,0,0.0,5.9,0,0,0,0,0,2019-10-28 02:00:00
112395,8,0,0,0,0,0.0,5.7,0,0,0,0,0,2019-10-28 03:00:00
112396,8,0,0,0,0,0.0,5.7,0,0,0,0,0,2019-10-28 04:00:00
112397,7,0,0,0,0,0.0,5.8,0,0,0,0,0,2019-10-28 05:00:00
112398,7,15,118,25,59,0.0,5.8,15,118,25,59,0,2019-10-28 06:00:00
112399,8,43,503,127,302,0.0,6.0,43,503,127,302,0,2019-10-28 07:00:00
112400,9,55,672,232,504,0.0,6.3,55,672,232,504,0,2019-10-28 08:00:00
112401,10,65,732,307,635,1.4,6.5,72,698,302,619,0,2019-10-28 09:00:00
112402,11,68,757,344,700,27.4,6.4,177,200,249,347,0,2019-10-28 10:00:00
112403,11,68,753,340,692,35.2,5.8,184,99,219,265,0,2019-10-28 11:00:00
112404,10,64,713,293,610,61.3,5.2,95,69,118,151,0,2019-10-28 12:00:00
112405,10,56,625,211,461,79.9,5.0,44,0,44,42,0,2019-10-28 13:00:00
112406,9,40,435,105,254,66.1,4.9,28,3,29,28,0,2019-10-28 14:00:00
112407,8,9,61,15,32,4.1,4.8,11,22,13,19,0,2019-10-28 15:00:00
112408,7,0,0,0,0,5.7,4.4,0,0,0,0,0,2019-10-28 16:00:00
112409,6,0,0,0,0,27.3,4.3,0,0,0,0,0,2019-10-28 17:00:00
112410,6,0,0,0,0,0.4,4.2,0,0,0,0,0,2019-10-28 18:00:00
112411,5,0,0,0,0,0.0,3.6,0,0,0,0,0,2019-10-28 19:00:00
112412,4,0,0,0,0,0.0,3.2,0,0,0,0,0,2019-10-28 20:00:00
112413,4,0,0,0,0,0.0,3.2,0,0,0,0,0,2019-10-28 21:00:00
112414,4,0,0,0,0,0.0,3.1,0,0,0,0,0,2019-10-28 22:00:00
112415,3,0,0,0,0,0.0,2.7,0,0,0,0,0,2019-10-28 23:00:00
112416,3,0,0,0,0,0.0,2.1,0,0,0,0,0,2019-10-29 00:00:00
112417,2,0,0,0,0,0.0,1.5,0,0,0,0,0,2019-10-29 01:00:00
112418,2,0,0,0,0,0.0,1.2,0,0,0,0,0,2019-10-29 02:00:00
112419,1,0,0,0,0,0.0,0.8,0,0,0,0,0,2019-10-29 03:00:00
112420,1,0,0,0,0,0.0,0.4,0,0,0,0,0,2019-10-29 04:00:00
112421,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2019-10-29 05:00:00
112422,1,12,151,25,68,0.0,-0.0,12,151,25,68,0,2019-10-29 06:00:00
112423,2,36,570,128,324,0.0,1.2,36,570,128,324,0,2019-10-29 07:00:00
112424,5,48,716,232,520,0.0,2.9,48,716,232,520,0,2019-10-29 08:00:00
112425,7,54,784,309,657,0.0,3.1,54,784,309,657,0,2019-10-29 09:00:00
112426,8,57,812,348,725,24.5,2.4,154,303,262,413,0,2019-10-29 10:00:00
112427,9,57,809,345,719,23.3,2.0,153,313,265,420,0,2019-10-29 11:00:00
112428,8,56,766,298,636,4.0,1.7,75,672,285,586,0,2019-10-29 12:00:00
112429,8,47,699,216,492,0.0,1.4,47,699,216,492,0,2019-10-29 13:00:00
112430,7,33,534,109,288,0.0,1.2,33,534,109,288,0,2019-10-29 14:00:00
112431,6,7,82,15,37,0.0,0.8,7,82,15,37,0,2019-10-29 15:00:00
112432,4,0,0,0,0,0.0,0.5,0,0,0,0,0,2019-10-29 16:00:00
112433,3,0,0,0,0,0.0,-0.0,0,0,0,0,0,2019-10-29 17:00:00
112434,1,0,0,0,0,0.0,-0.7,0,0,0,0,0,2019-10-29 18:00:00
112435,1,0,0,0,0,0.0,-1.0,0,0,0,0,0,2019-10-29 19:00:00
112436,1,0,0,0,0,0.0,-0.9,0,0,0,0,0,2019-10-29 20:00:00
112437,2,0,0,0,0,0.0,-0.9,0,0,0,0,0,2019-10-29 21:00:00
112438,1,0,0,0,0,0.0,-1.0,0,0,0,0,0,2019-10-29 22:00:00
112439,0,0,0,0,0,0.0,-1.4,0,0,0,0,0,2019-10-29 23:00:00
112440,-1,0,0,0,0,0.0,-2.4,0,0,0,0,0,2019-10-30 00:00:00
112441,-2,0,0,0,0,0.0,-3.1,0,0,0,0,0,2019-10-30 01:00:00
112442,-3,0,0,0,0,0.0,-3.5,0,0,0,0,0,2019-10-30 02:00:00
112443,-3,0,0,0,0,0.0,-3.4,0,0,0,0,0,2019-10-30 03:00:00
112444,-2,0,0,0,0,0.0,-3.1,0,0,0,0,0,2019-10-30 04:00:00
112445,-2,0,0,0,0,0.0,-3.1,0,0,0,0,0,2019-10-30 05:00:00
112446,-2,10,135,22,61,0.0,-2.6,10,135,22,61,0,2019-10-30 06:00:00
112447,0,35,560,122,316,0.0,-1.2,35,560,122,316,0,2019-10-30 07:00:00
112448,3,47,706,225,510,0.0,0.8,47,706,225,510,0,2019-10-30 08:00:00
112449,6,56,764,300,642,0.0,2.0,56,764,300,642,0,2019-10-30 09:00:00
112450,8,60,789,339,708,0.0,1.9,60,789,339,708,0,2019-10-30 10:00:00
112451,8,62,776,334,698,6.5,1.5,92,628,313,616,0,2019-10-30 11:00:00
112452,9,59,739,288,617,8.6,1.2,96,539,263,517,0,2019-10-30 12:00:00
112453,8,51,654,206,469,3.2,1.6,59,589,200,441,0,2019-10-30 13:00:00
112454,7,36,460,100,259,10.0,1.8,47,317,90,201,0,2019-10-30 14:00:00
112455,5,7,54,12,27,36.3,1.3,7,9,8,10,0,2019-10-30 15:00:00
112456,4,0,0,0,0,63.7,1.3,0,0,0,0,0,2019-10-30 16:00:00
112457,4,0,0,0,0,71.0,1.5,0,0,0,0,0,2019-10-30 17:00:00
112458,5,0,0,0,0,0.5,1.4,0,0,0,0,0,2019-10-30 18:00:00
112459,5,0,0,0,0,0.0,1.4,0,0,0,0,0,2019-10-30 19:00:00
112460,5,0,0,0,0,3.1,1.6,0,0,0,0,0,2019-10-30 20:00:00
112461,5,0,0,0,0,33.3,1.7,0,0,0,0,0,2019-10-30 21:00:00
112462,5,0,0,0,0,32.8,2.0,0,0,0,0,0,2019-10-30 22:00:00
112463,5,0,0,0,0,35.1,2.2,0,0,0,0,0,2019-10-30 23:00:00
112464,5,0,0,0,0,49.9,2.3,0,0,0,0,0,2019-10-31 00:00:00
112465,4,0,0,0,0,49.1,2.4,0,0,0,0,0,2019-10-31 01:00:00
112466,4,0,0,0,0,57.8,2.6,0,0,0,0,0,2019-10-31 02:00:00
112467,4,0,0,0,0,62.7,2.8,0,0,0,0,0,2019-10-31 03:00:00
112468,4,0,0,0,0,63.0,3.1,0,0,0,0,0,2019-10-31 04:00:00
112469,4,0,0,0,0,61.3,3.3,0,0,0,0,0,2019-10-31 05:00:00
112470,4,10,89,18,44,61.3,3.3,7,0,7,6,0,2019-10-31 06:00:00
112471,5,39,472,111,279,56.3,3.8,48,0,48,46,0,2019-10-31 07:00:00
112472,6,55,629,210,471,53.0,4.6,99,0,99,93,0,2019-10-31 08:00:00
112473,8,67,686,282,598,57.0,5.2,121,0,121,114,0,2019-10-31 09:00:00
112474,9,71,716,320,664,59.1,5.2,131,0,131,123,0,2019-10-31 10:00:00
112475,9,68,724,318,663,62.6,4.9,119,0,119,112,0,2019-10-31 11:00:00
112476,9,61,699,275,590,57.4,4.6,117,0,117,110,0,2019-10-31 12:00:00
112477,9,52,615,195,445,49.4,4.4,98,0,98,92,0,2019-10-31 13:00:00
112478,9,35,427,93,241,22.0,4.4,50,157,67,118,0,2019-10-31 14:00:00
112479,7,6,42,10,21,0.3,4.2,6,39,10,21,0,2019-10-31 15:00:00
112480,6,0,0,0,0,0.0,4.0,0,0,0,0,0,2019-10-31 16:00:00
112481,6,0,0,0,0,0.0,3.9,0,0,0,0,0,2019-10-31 17:00:00
112482,6,0,0,0,0,0.0,4.0,0,0,0,0,0,2019-10-31 18:00:00
112483,5,0,0,0,0,0.0,3.8,0,0,0,0,0,2019-10-31 19:00:00
112484,5,0,0,0,0,0.0,3.8,0,0,0,0,0,2019-10-31 20:00:00
112485,5,0,0,0,0,0.0,3.8,0,0,0,0,0,2019-10-31 21:00:00
112486,5,0,0,0,0,0.0,3.6,0,0,0,0,0,2019-10-31 22:00:00
112487,4,0,0,0,0,4.1,3.4,0,0,0,0,0,2019-10-31 23:00:00
112488,4,0,0,0,0,8.7,3.1,0,0,0,0,0,2019-11-01 00:00:00
112489,3,0,0,0,0,0.0,2.4,0,0,0,0,0,2019-11-01 01:00:00
112490,3,0,0,0,0,38.5,2.0,0,0,0,0,0,2019-11-01 02:00:00
112491,2,0,0,0,0,46.8,1.5,0,0,0,0,0,2019-11-01 03:00:00
112492,2,0,0,0,0,45.7,1.0,0,0,0,0,0,2019-11-01 04:00:00
112493,2,0,0,0,0,46.8,0.8,0,0,0,0,0,2019-11-01 05:00:00
112494,2,9,90,17,44,26.8,0.8,11,37,15,26,0,2019-11-01 06:00:00
112495,3,36,509,111,292,9.6,1.6,51,333,100,225,0,2019-11-01 07:00:00
112496,5,51,672,213,491,33.3,2.4,108,143,138,195,0,2019-11-01 08:00:00
112497,6,58,749,289,630,36.4,2.4,157,88,183,220,0,2019-11-01 09:00:00
112498,7,61,778,328,698,37.7,2.1,194,30,204,211,0,2019-11-01 10:00:00
112499,7,64,763,323,686,19.6,1.7,145,337,260,435,0,2019-11-01 11:00:00
112500,7,62,713,276,600,41.5,1.8,161,0,161,152,0,2019-11-01 12:00:00
112501,7,55,607,193,444,31.4,1.8,115,77,134,165,0,2019-11-01 13:00:00
112502,6,38,382,88,224,32.8,2.0,55,23,57,62,0,2019-11-01 14:00:00
112503,6,6,27,8,16,45.8,2.1,5,0,5,4,0,2019-11-01 15:00:00
112504,5,0,0,0,0,43.8,2.0,0,0,0,0,0,2019-11-01 16:00:00
112505,5,0,0,0,0,49.7,2.0,0,0,0,0,0,2019-11-01 17:00:00
112506,5,0,0,0,0,85.4,2.1,0,0,0,0,0,2019-11-01 18:00:00
112507,5,0,0,0,0,66.4,2.5,0,0,0,0,0,2019-11-01 19:00:00
112508,5,0,0,0,0,77.6,3.1,0,0,0,0,0,2019-11-01 20:00:00
112509,5,0,0,0,0,94.7,3.5,0,0,0,0,0,2019-11-01 21:00:00
112510,5,0,0,0,0,94.5,3.8,0,0,0,0,0,2019-11-01 22:00:00
112511,5,0,0,0,0,94.5,4.1,0,0,0,0,0,2019-11-01 23:00:00
112512,5,0,0,0,0,94.5,4.3,0,0,0,0,0,2019-11-02 00:00:00
112513,5,0,0,0,0,94.5,4.5,0,0,0,0,0,2019-11-02 01:00:00
112514,6,0,0,0,0,94.5,4.8,0,0,0,0,0,2019-11-02 02:00:00
112515,6,0,0,0,0,94.5,5.1,0,0,0,0,0,2019-11-02 03:00:00
112516,6,0,0,0,0,94.5,5.4,0,0,0,0,0,2019-11-02 04:00:00
112517,6,0,0,0,0,92.3,5.6,0,0,0,0,0,2019-11-02 05:00:00
112518,6,9,37,12,23,90.9,6.0,2,0,2,1,0,2019-11-02 06:00:00
112519,7,43,332,91,214,64.9,6.4,32,0,32,31,0,2019-11-02 07:00:00
112520,7,63,516,185,407,69.5,6.8,57,0,57,54,0,2019-11-02 08:00:00
112521,8,74,598,256,539,79.7,7.4,52,0,52,49,0,2019-11-02 09:00:00
112522,8,82,616,290,595,68.1,7.9,92,0,92,87,0,2019-11-02 10:00:00
112523,9,80,618,287,591,62.2,8.2,108,0,108,102,0,2019-11-02 11:00:00
112524,9,73,584,245,517,75.2,8.4,60,0,60,57,0,2019-11-02 12:00:00
112525,9,60,489,169,375,69.1,8.5,52,0,52,49,0,2019-11-02 13:00:00
112526,9,38,290,75,180,61.2,8.8,28,0,28,27,0,2019-11-02 14:00:00
112527,9,5,14,6,10,67.6,9.0,2,0,2,2,0,2019-11-02 15:00:00
112528,10,0,0,0,0,68.1,9.2,0,0,0,0,0,2019-11-02 16:00:00
112529,10,0,0,0,0,14.7,9.5,0,0,0,0,0,2019-11-02 17:00:00
112530,10,0,0,0,0,0.8,10.0,0,0,0,0,0,2019-11-02 18:00:00
112531,11,0,0,0,0,6.2,10.2,0,0,0,0,0,2019-11-02 19:00:00
112532,10,0,0,0,0,9.5,9.8,0,0,0,0,0,2019-11-02 20:00:00
112533,10,0,0,0,0,56.1,9.1,0,0,0,0,0,2019-11-02 21:00:00
112534,9,0,0,0,0,43.4,8.8,0,0,0,0,0,2019-11-02 22:00:00
112535,9,0,0,0,0,1.5,8.3,0,0,0,0,0,2019-11-02 23:00:00
112536,8,0,0,0,0,59.2,7.8,0,0,0,0,0,2019-11-03 00:00:00
112537,8,0,0,0,0,75.5,7.5,0,0,0,0,0,2019-11-03 01:00:00
112538,8,0,0,0,0,70.8,7.6,0,0,0,0,0,2019-11-03 02:00:00
112539,9,0,0,0,0,1.2,8.0,0,0,0,0,0,2019-11-03 03:00:00
112540,9,0,0,0,0,32.1,8.4,0,0,0,0,0,2019-11-03 04:00:00
112541,9,0,0,0,0,53.5,8.5,0,0,0,0,0,2019-11-03 05:00:00
112542,9,8,39,11,23,87.8,8.6,2,0,2,2,0,2019-11-03 06:00:00
112543,9,39,372,91,229,65.1,8.8,33,0,33,31,0,2019-11-03 07:00:00
112544,10,56,565,187,428,44.3,9.2,105,0,105,99,0,2019-11-03 08:00:00
112545,11,65,653,260,565,39.5,9.6,157,0,157,148,0,2019-11-03 09:00:00
112546,11,68,690,297,633,43.0,9.8,169,2,170,161,0,2019-11-03 10:00:00
112547,12,66,696,295,631,52.6,9.7,140,0,140,132,0,2019-11-03 11:00:00
112548,12,63,651,251,551,78.2,9.6,54,0,54,50,0,2019-11-03 12:00:00
112549,12,52,568,175,411,48.4,9.6,77,47,85,102,0,2019-11-03 13:00:00
112550,11,33,359,77,206,28.8,9.6,47,85,58,89,0,2019-11-03 14:00:00
112551,10,4,19,6,11,70.7,9.2,2,0,2,2,0,2019-11-03 15:00:00
112552,10,0,0,0,0,75.5,8.9,0,0,0,0,0,2019-11-03 16:00:00
112553,9,0,0,0,0,76.9,8.8,0,0,0,0,0,2019-11-03 17:00:00
112554,9,0,0,0,0,91.0,8.9,0,0,0,0,0,2019-11-03 18:00:00
112555,9,0,0,0,0,85.1,8.8,0,0,0,0,0,2019-11-03 19:00:00
112556,9,0,0,0,0,91.2,9.0,0,0,0,0,0,2019-11-03 20:00:00
112557,9,0,0,0,0,94.1,9.0,0,0,0,0,0,2019-11-03 21:00:00
112558,9,0,0,0,0,93.6,9.1,0,0,0,0,0,2019-11-03 22:00:00
112559,10,0,0,0,0,92.5,9.4,0,0,0,0,0,2019-11-03 23:00:00
112560,10,0,0,0,0,87.6,9.4,0,0,0,0,0,2019-11-04 00:00:00
112561,10,0,0,0,0,87.5,9.4,0,0,0,0,0,2019-11-04 01:00:00
112562,10,0,0,0,0,86.5,9.2,0,0,0,0,0,2019-11-04 02:00:00
112563,9,0,0,0,0,85.8,8.9,0,0,0,0,0,2019-11-04 03:00:00
112564,9,0,0,0,0,86.1,8.6,0,0,0,0,0,2019-11-04 04:00:00
112565,9,0,0,0,0,92.2,8.2,0,0,0,0,0,2019-11-04 05:00:00
112566,9,7,29,9,19,88.1,7.9,1,0,1,1,0,2019-11-04 06:00:00
112567,9,40,333,85,210,82.5,7.7,17,0,17,16,0,2019-11-04 07:00:00
112568,9,59,525,178,405,78.9,7.6,37,0,37,35,0,2019-11-04 08:00:00
112569,9,71,604,248,535,78.0,7.4,56,0,56,52,0,2019-11-04 09:00:00
112570,9,78,630,284,598,79.9,7.0,57,0,57,54,0,2019-11-04 10:00:00
112571,9,78,624,280,590,58.8,6.9,115,0,115,109,0,2019-11-04 11:00:00
112572,9,75,568,236,506,64.0,6.8,85,0,85,80,0,2019-11-04 12:00:00
112573,9,63,452,159,354,62.1,6.9,59,0,59,56,0,2019-11-04 13:00:00
112574,8,37,233,66,153,53.6,6.8,31,0,31,30,0,2019-11-04 14:00:00
112575,8,3,6,4,5,87.5,6.7,1,0,1,0,0,2019-11-04 15:00:00
112576,8,0,0,0,0,91.3,6.6,0,0,0,0,0,2019-11-04 16:00:00
112577,8,0,0,0,0,89.7,6.4,0,0,0,0,0,2019-11-04 17:00:00
112578,8,0,0,0,0,95.9,6.4,0,0,0,0,0,2019-11-04 18:00:00
112579,7,0,0,0,0,88.3,6.4,0,0,0,0,0,2019-11-04 19:00:00
112580,7,0,0,0,0,94.5,6.2,0,0,0,0,0,2019-11-04 20:00:00
112581,7,0,0,0,0,94.8,5.9,0,0,0,0,0,2019-11-04 21:00:00
112582,7,0,0,0,0,94.6,5.6,0,0,0,0,0,2019-11-04 22:00:00
112583,6,0,0,0,0,94.7,5.2,0,0,0,0,0,2019-11-04 23:00:00
112584,6,0,0,0,0,94.1,5.0,0,0,0,0,0,2019-11-05 00:00:00
112585,6,0,0,0,0,93.9,4.7,0,0,0,0,0,2019-11-05 01:00:00
112586,6,0,0,0,0,94.9,4.5,0,0,0,0,0,2019-11-05 02:00:00
112587,5,0,0,0,0,94.5,4.4,0,0,0,0,0,2019-11-05 03:00:00
112588,5,0,0,0,0,96.0,4.4,0,0,0,0,0,2019-11-05 04:00:00
112589,5,0,0,0,0,96.5,4.3,0,0,0,0,0,2019-11-05 05:00:00
112590,5,6,16,8,12,93.4,4.2,1,0,1,1,0,2019-11-05 06:00:00
112591,5,41,286,79,189,77.7,4.2,18,0,18,17,0,2019-11-05 07:00:00
112592,5,63,496,173,390,79.4,4.1,36,0,36,34,0,2019-11-05 08:00:00
112593,5,72,601,246,534,65.1,3.8,86,0,86,81,0,2019-11-05 09:00:00
112594,5,77,641,283,603,64.2,3.4,101,0,101,96,0,2019-11-05 10:00:00
112595,5,76,638,280,598,67.3,3.2,92,0,92,86,0,2019-11-05 11:00:00
112596,5,71,591,236,517,61.0,3.2,92,0,92,86,0,2019-11-05 12:00:00
112597,5,60,474,158,363,44.1,3.0,87,0,87,82,0,2019-11-05 13:00:00
112598,5,35,244,65,156,44.1,2.9,40,12,41,44,0,2019-11-05 14:00:00
112599,5,3,5,3,4,95.7,2.8,0,0,0,0,0,2019-11-05 15:00:00
112600,4,0,0,0,0,89.3,2.4,0,0,0,0,0,2019-11-05 16:00:00
112601,4,0,0,0,0,94.5,2.2,0,0,0,0,0,2019-11-05 17:00:00
112602,3,0,0,0,0,91.5,1.9,0,0,0,0,0,2019-11-05 18:00:00
112603,3,0,0,0,0,83.4,1.7,0,0,0,0,0,2019-11-05 19:00:00
112604,2,0,0,0,0,91.1,1.7,0,0,0,0,0,2019-11-05 20:00:00
112605,2,0,0,0,0,94.6,1.6,0,0,0,0,0,2019-11-05 21:00:00
112606,2,0,0,0,0,95.6,1.4,0,0,0,0,0,2019-11-05 22:00:00
112607,2,0,0,0,0,93.8,1.3,0,0,0,0,0,2019-11-05 23:00:00
112608,2,0,0,0,0,78.0,1.3,0,0,0,0,0,2019-11-06 00:00:00
112609,2,0,0,0,0,77.5,1.2,0,0,0,0,0,2019-11-06 01:00:00
112610,2,0,0,0,0,78.6,1.0,0,0,0,0,0,2019-11-06 02:00:00
112611,2,0,0,0,0,73.9,0.9,0,0,0,0,0,2019-11-06 03:00:00
